OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU1959,Fungi,Ascomycota,Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,Fungi;Ascomycota;Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes
OTU196,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,uncl_Pleosporaceae,uncl_Pleosporaceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;uncl_Pleosporaceae;uncl_Pleosporaceae
OTU1961,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,uncl_Marasmius,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;uncl_Marasmius
OTU1962,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,uncl_Cyphellaceae,uncl_Cyphellaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;uncl_Cyphellaceae;uncl_Cyphellaceae
OTU1964,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU1965,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,uncl_Serendipita,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;uncl_Serendipita
OTU1967,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,uncl_Chaetomiaceae,uncl_Chaetomiaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;uncl_Chaetomiaceae;uncl_Chaetomiaceae
OTU197,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Vararia,uncl_Vararia,Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Vararia;uncl_Vararia
OTU1970,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU1972,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,uncl_Serendipitaceae,uncl_Serendipitaceae,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;uncl_Serendipitaceae;uncl_Serendipitaceae
OTU1973,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,uncl_Tomentella,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;uncl_Tomentella
OTU1974,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU1976,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU198,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU1980,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU1984,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU1985,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU1986,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU1988,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Astrosphaeriella,uncl_Astrosphaeriella,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Astrosphaeriella;uncl_Astrosphaeriella
OTU199,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales
OTU1990,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;uncl_Phaeosphaeriaceae;uncl_Phaeosphaeriaceae
OTU1991,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,uncl_Sebacinales,uncl_Sebacinales,uncl_Sebacinales,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;uncl_Sebacinales;uncl_Sebacinales;uncl_Sebacinales
OTU1992,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,uncl_Kurtzmanomyces,Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Chionosphaeraceae;Kurtzmanomyces;uncl_Kurtzmanomyces
OTU1994,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,uncl_Serendipitaceae,uncl_Serendipitaceae,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;uncl_Serendipitaceae;uncl_Serendipitaceae
OTU1996,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,uncl_Chaetosphaeriales,uncl_Chaetosphaeriales,uncl_Chaetosphaeriales,Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;uncl_Chaetosphaeriales;uncl_Chaetosphaeriales;uncl_Chaetosphaeriales
OTU1997,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,uncl_Herpotrichiellaceae,uncl_Herpotrichiellaceae,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;uncl_Herpotrichiellaceae;uncl_Herpotrichiellaceae
OTU2,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU200,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU2000,Fungi,Ascomycota,Saccharomycetes,uncl_Saccharomycetes,uncl_Saccharomycetes,uncl_Saccharomycetes,uncl_Saccharomycetes,Fungi;Ascomycota;Saccharomycetes;uncl_Saccharomycetes;uncl_Saccharomycetes;uncl_Saccharomycetes;uncl_Saccharomycetes
OTU2001,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU2003,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,uncl_Serendipitaceae,uncl_Serendipitaceae,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;uncl_Serendipitaceae;uncl_Serendipitaceae
OTU2004,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,uncl_Omphalotaceae,uncl_Omphalotaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;uncl_Omphalotaceae;uncl_Omphalotaceae
OTU2005,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2006,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU2008,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU2010,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pithomyces,Pithomyces_graminicola,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pithomyces;Pithomyces_graminicola
OTU2012,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,uncl_Ceratobasidiaceae,uncl_Ceratobasidiaceae,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;uncl_Ceratobasidiaceae;uncl_Ceratobasidiaceae
OTU2015,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU2017,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,uncl_Thelephoraceae,uncl_Thelephoraceae,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;uncl_Thelephoraceae;uncl_Thelephoraceae
OTU2018,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU2019,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU202,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,uncl_Niaceae,uncl_Niaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Niaceae;uncl_Niaceae;uncl_Niaceae
OTU2020,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU2021,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU2022,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,uncl_Agaricus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;uncl_Agaricus
OTU2025,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU2026,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber_mexiusanum,Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber_mexiusanum
OTU2027,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU2028,Fungi,Basidiomycota,Agaricomycetes,Polyporales,uncl_Polyporales,uncl_Polyporales,uncl_Polyporales,Fungi;Basidiomycota;Agaricomycetes;Polyporales;uncl_Polyporales;uncl_Polyporales;uncl_Polyporales
OTU2029,Fungi,Ascomycota,Dothideomycetes,Capnodiales,uncl_Capnodiales,uncl_Capnodiales,uncl_Capnodiales,Fungi;Ascomycota;Dothideomycetes;Capnodiales;uncl_Capnodiales;uncl_Capnodiales;uncl_Capnodiales
OTU203,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,uncl_Lasiosphaeriaceae,uncl_Lasiosphaeriaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;uncl_Lasiosphaeriaceae;uncl_Lasiosphaeriaceae
OTU2031,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU2032,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2033,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Pseudoechria,Pseudoechria_longicollis,Fungi;Ascomycota;Sordariomycetes;Sordariales;Schizotheciaceae;Pseudoechria;Pseudoechria_longicollis
OTU2034,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,uncl_Lycoperdaceae,uncl_Lycoperdaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;uncl_Lycoperdaceae;uncl_Lycoperdaceae
OTU2035,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_rhodocephala,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_rhodocephala
OTU2039,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,uncl_Tomentella,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;uncl_Tomentella
OTU204,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia_melanosperma,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Stropharia;Stropharia_melanosperma
OTU2040,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU2043,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,uncl_Tulasnella,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;uncl_Tulasnella
OTU2044,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_yazooensis,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius_yazooensis
OTU2046,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,uncl_Phaeosphaeriaceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;uncl_Phaeosphaeriaceae;uncl_Phaeosphaeriaceae
OTU2047,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales
OTU2048,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,uncl_Herpotrichiellaceae,uncl_Herpotrichiellaceae,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;uncl_Herpotrichiellaceae;uncl_Herpotrichiellaceae
OTU2049,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,uncl_Melanommataceae,uncl_Melanommataceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;uncl_Melanommataceae;uncl_Melanommataceae
OTU205,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,uncl_Strophariaceae,uncl_Strophariaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;uncl_Strophariaceae;uncl_Strophariaceae
OTU2050,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2051,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2053,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2054,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU2056,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2057,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU2058,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU2059,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU206,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU2061,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,uncl_Omphalotaceae,uncl_Omphalotaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;uncl_Omphalotaceae;uncl_Omphalotaceae
OTU2063,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU2064,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,uncl_Cladophialophora,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;uncl_Cladophialophora
OTU2069,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,uncl_Melanommataceae,uncl_Melanommataceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;uncl_Melanommataceae;uncl_Melanommataceae
OTU207,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU2071,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,uncl_Chaetomiaceae,uncl_Chaetomiaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;uncl_Chaetomiaceae;uncl_Chaetomiaceae
OTU2072,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU2073,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_confluens,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaetopsis;Pyrenochaetopsis_confluens
OTU2074,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU2078,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Rectipilus,uncl_Rectipilus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Rectipilus;uncl_Rectipilus
OTU2079,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,uncl_Sebacinaceae,uncl_Sebacinaceae,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;uncl_Sebacinaceae;uncl_Sebacinaceae
OTU208,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,uncl_Tubeufiales,uncl_Tubeufiales,uncl_Tubeufiales,Fungi;Ascomycota;Dothideomycetes;Tubeufiales;uncl_Tubeufiales;uncl_Tubeufiales;uncl_Tubeufiales
OTU2081,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales
OTU2082,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,uncl_Tricholomataceae,uncl_Tricholomataceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;uncl_Tricholomataceae;uncl_Tricholomataceae
OTU2083,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,uncl_Stachybotryaceae,uncl_Stachybotryaceae,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;uncl_Stachybotryaceae;uncl_Stachybotryaceae
OTU2086,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,uncl_Bolbitiaceae,uncl_Bolbitiaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae
OTU2087,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU2089,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU209,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_deliquescens,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;Conocybe_deliquescens
OTU2091,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,uncl_Sordariomycetes_ord_Incertae_sedis,uncl_Sordariomycetes_ord_Incertae_sedis,uncl_Sordariomycetes_ord_Incertae_sedis,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_Incertae_sedis;uncl_Sordariomycetes_ord_Incertae_sedis;uncl_Sordariomycetes_ord_Incertae_sedis;uncl_Sordariomycetes_ord_Incertae_sedis
OTU2093,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,uncl_Glomeraceae,uncl_Glomeraceae,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;uncl_Glomeraceae;uncl_Glomeraceae
OTU2094,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,uncl_Myrmecridium,Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiaceae;Myrmecridium;uncl_Myrmecridium
OTU2095,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,uncl_Chloridium,Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chloridium;uncl_Chloridium
OTU2099,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,uncl_Trechisporales,uncl_Trechisporales,uncl_Trechisporales,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;uncl_Trechisporales;uncl_Trechisporales;uncl_Trechisporales
OTU21,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU210,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU2100,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU2105,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
