"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU1697","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU1027","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU3674","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","Lecythophora_canina"
"OTU1040","Fungi","Ascomycota","Eurotiomycetes","Onygenales","uncl_Onygenales","uncl_Onygenales","uncl_Onygenales"
"OTU242","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","uncl_Auriculariales","uncl_Auriculariales","uncl_Auriculariales"
"OTU311","Fungi","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","uncl_Mortierella"
"OTU36","Fungi","Ascomycota","Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes","uncl_Lecanoromycetes"
"OTU2629","Fungi","Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota","uncl_Mucoromycota"
"OTU3725","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae"
"OTU1950","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU2071","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae"
"OTU8674","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU1790","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU1571","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU109","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU285","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis"
"OTU9226","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU1378","Fungi","Ascomycota","Lecanoromycetes","Ostropales","uncl_Ostropales","uncl_Ostropales","uncl_Ostropales"
"OTU218","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","uncl_Marasmius"
"OTU111","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae"
"OTU2545","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU1967","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae"
"OTU557","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae"
"OTU2958","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","uncl_Olpidium"
"OTU597","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae"
"OTU1622","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","uncl_Veronaea"
"OTU1722","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae"
"OTU2242","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales"
"OTU12707","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU676","Fungi","Chytridiomycota","Cladochytriomycetes","Cladochytriales","uncl_Cladochytriales","uncl_Cladochytriales","uncl_Cladochytriales"
"OTU730","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthe","uncl_Magnaporthe"
"OTU1465","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU1666","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU441","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","uncl_Massarinaceae","uncl_Massarinaceae"
"OTU258","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","uncl_Coniochaeta"
"OTU260","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU612","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","uncl_Bipolaris"
"OTU349","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU1679","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU1148","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales"
"OTU1616","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU4880","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus"
"OTU9733","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU8690","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU5110","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales"
"OTU80","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU7646","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae"
"OTU576","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU7978","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU93","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","uncl_Myrmecridium"
"OTU3642","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU1182","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Johnalcornia","Johnalcornia_aberrans"
"OTU1794","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU7273","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU2210","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU11686","Fungi","Mucoromycota","Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes","uncl_Glomeromycetes"
"OTU9928","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU2149","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Wojnowiciella","uncl_Wojnowiciella"
"OTU3057","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_schulzeri"
"OTU323","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU124","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae"
"OTU8287","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota"
"OTU309","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU921","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","uncl_Chaetomiaceae","uncl_Chaetomiaceae"
"OTU4461","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU11611","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU4224","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU7918","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis"
"OTU11740","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU8753","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU3675","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU2133","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU10353","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","uncl_Magnaporthaceae","uncl_Magnaporthaceae"
"OTU1597","Fungi","Mucoromycota","Glomeromycetes","Glomerales","uncl_Glomerales","uncl_Glomerales","uncl_Glomerales"
"OTU744","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU2145","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU8713","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU8088","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU853","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU6458","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU65","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU86","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","uncl_Ceratobasidiaceae","uncl_Ceratobasidiaceae"
"OTU4105","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU158","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU7599","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU1843","Fungi","Mucoromycota","Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes","uncl_Mortierellomycetes"
"OTU350","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU155","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU77","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU4875","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU335","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU2616","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","uncl_Nectriaceae","uncl_Nectriaceae"
"OTU12395","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU948","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota"
"OTU5509","Fungi","Basidiomycota","Tremellomycetes","Tremellales","uncl_Tremellales","uncl_Tremellales","uncl_Tremellales"
"OTU8870","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales"
"OTU420","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU7470","Fungi","Ascomycota","Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes","uncl_Eurotiomycetes"
"OTU10341","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","uncl_Auriculariales","uncl_Auriculariales","uncl_Auriculariales"
"OTU1015","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","uncl_Pleosporaceae","uncl_Pleosporaceae"
"OTU958","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU11927","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU151","Fungi","Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota","uncl_Basidiomycota"
"OTU3278","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU12932","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","uncl_Periconia"
"OTU8659","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","uncl_Inocybe"
"OTU11585","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Crinipellis","uncl_Crinipellis"
"OTU12937","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU1186","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","uncl_Ceratobasidiaceae","uncl_Ceratobasidiaceae"
"OTU2600","Fungi","Ascomycota","Lecanoromycetes","Ostropales","uncl_Ostropales","uncl_Ostropales","uncl_Ostropales"
"OTU7868","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU2604","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus"
"OTU2772","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU8599","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU3804","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","uncl_Sordariomycetes_ord_Incertae_sedis","uncl_Sordariomycetes_ord_Incertae_sedis","uncl_Sordariomycetes_ord_Incertae_sedis"
"OTU3256","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","uncl_Ceratobasidium"
"OTU2155","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU5472","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU2082","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","uncl_Tricholomataceae","uncl_Tricholomataceae"
"OTU2255","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","uncl_Pyronemataceae","uncl_Pyronemataceae"
"OTU425","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU11931","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","uncl_Myrmecridium"
"OTU960","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","uncl_Ceratobasidiaceae","uncl_Ceratobasidiaceae"
"OTU735","Fungi","Ascomycota","Dothideomycetes","Capnodiales","uncl_Capnodiales","uncl_Capnodiales","uncl_Capnodiales"
"OTU95","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis"
"OTU333","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU4364","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU4064","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU144","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU7737","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU10430","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU5767","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Dissoconium","uncl_Dissoconium"
"OTU84","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU5960","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU6325","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU61","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","uncl_Phaeosphaeriaceae","uncl_Phaeosphaeriaceae"
"OTU2233","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU6175","Fungi","Ascomycota","Sordariomycetes","Xylariales","uncl_Xylariales","uncl_Xylariales","uncl_Xylariales"
"OTU1032","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU2857","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU870","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU11610","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","uncl_Magnaporthiopsis"
"OTU3802","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU6066","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU12856","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU4430","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU2662","Fungi","Ascomycota","Dothideomycetes","Capnodiales","uncl_Capnodiales","uncl_Capnodiales","uncl_Capnodiales"
"OTU683","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU4289","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU6329","Fungi","Ascomycota","Lecanoromycetes","Ostropales","uncl_Ostropales","uncl_Ostropales","uncl_Ostropales"
"OTU415","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU9669","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU902","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","uncl_Stachybotryaceae","uncl_Stachybotryaceae"
"OTU31","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","uncl_Ascobolus"
"OTU4834","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","uncl_Acremonium"
"OTU1669","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU7255","Fungi","Ascomycota","Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes","uncl_Sordariomycetes"
"OTU1238","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU1888","Fungi","Ascomycota","Sordariomycetes","Hypocreales","uncl_Hypocreales","uncl_Hypocreales","uncl_Hypocreales"
"OTU11427","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU11623","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU1352","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus"
"OTU1876","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU9696","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_divaricata"
"OTU4863","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU1429","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Kamienskia","Kamienskia_divaricata"
"OTU3919","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU3053","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_acuminatus"
"OTU4249","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU6762","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU1393","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","uncl_Cristinia"
"OTU9278","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","uncl_Glomeraceae","uncl_Glomeraceae"
"OTU11941","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales"
"OTU2690","Fungi","Ascomycota","Dothideomycetes","Pleosporales","uncl_Pleosporales","uncl_Pleosporales","uncl_Pleosporales"
"OTU2000","Fungi","Ascomycota","Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes","uncl_Saccharomycetes"
"OTU1334","Fungi","Ascomycota","Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes","uncl_Dothideomycetes"
"OTU2375","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU3860","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella_centenaria"
"OTU11251","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU359","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","uncl_Tricholomataceae","uncl_Tricholomataceae"
"OTU9498","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","uncl_Powellomycetaceae","uncl_Powellomycetaceae"
"OTU5604","Fungi","Ascomycota","Sordariomycetes","Sordariales","uncl_Sordariales","uncl_Sordariales","uncl_Sordariales"
"OTU1492","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia_epilithographicola"
"OTU6313","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU1010","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","uncl_Bionectriaceae","uncl_Bionectriaceae"
"OTU3809","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Tubeufia","Tubeufia_helicomyces"
"OTU6102","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","uncl_Eurotiales","uncl_Eurotiales","uncl_Eurotiales"
"OTU2442","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","uncl_Tulasnellaceae","uncl_Tulasnellaceae"
"OTU2852","Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","uncl_Rhizophagus"
"OTU910","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales","uncl_Chaetothyriales"
"OTU2962","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","uncl_Clitopilus"
"OTU3218","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU3429","Fungi","Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota","uncl_Ascomycota"
"OTU10060","Fungi","Basidiomycota","Agaricomycetes","Agaricales","uncl_Agaricales","uncl_Agaricales","uncl_Agaricales"
"OTU1050","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia","uncl_Daldinia"
