"","SampleID","X16S_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL","coll_GDD_m.std","GDD30yr_m.std","GDD3yr_m.std","GDD2015_m.std","ppt30yr_m.std","ppt3yr_m.std","ppt2015_m.std","soil_moisture_m.std","GWC_m.std","perc_moisture_m.std","pH_m.std","phos_m.std","ammonium_m.std","nitrate_m.std","SOM_m.std","herbivory_perc_m.std","avg_SLA_m.std","avg_SRL_m.std","clus_sor_k10","clus_sor_k30","clus_bc_k4"
"SRR13801307","SRR13801307","X1351_1722","CPR_BOER_10",10,"CPR","CPR_BOER","CPR.10","BOER","BOER_10","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801306","SRR13801306","X1351_1723","CPR_BOER_11",11,"CPR","CPR_BOER","CPR.11","BOER","BOER_11","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801305","SRR13801305","X1351_1724","CPR_BOER_12",12,"CPR","CPR_BOER","CPR.12","BOER","BOER_12","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801308","SRR13801308","X1351_1713","CPR_BOER_1",1,"CPR","CPR_BOER","CPR.1","BOER","BOER_1","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801304","SRR13801304","X1351_1714","CPR_BOER_2",2,"CPR","CPR_BOER","CPR.2","BOER","BOER_2","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801302","SRR13801302","X1351_1716","CPR_BOER_4",4,"CPR","CPR_BOER","CPR.4","BOER","BOER_4","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801301","SRR13801301","X1351_1717","CPR_BOER_5",5,"CPR","CPR_BOER","CPR.5","BOER","BOER_5","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801299","SRR13801299","X1351_1718","CPR_BOER_6",6,"CPR","CPR_BOER","CPR.6","BOER","BOER_6","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801298","SRR13801298","X1351_1719","CPR_BOER_7",7,"CPR","CPR_BOER","CPR.7","BOER","BOER_7","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801297","SRR13801297","X1351_1720","CPR_BOER_8",8,"CPR","CPR_BOER","CPR.8","BOER","BOER_8","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801296","SRR13801296","X1351_1721","CPR_BOER_9",9,"CPR","CPR_BOER","CPR.9","BOER","BOER_9","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294,-0.215701429422045,-1.20846783569127,-0.989145123262357,-0.984299844079652,-1.06281901841729,-0.727323633250638,-0.79868714207615,1.28813851146576,-1.11099363255278,-1.28813851257807,-1.72287837023459,-1.24926669401723,-1.10187167862591,-1.10187168126105,-0.979127833273339,-0.923889790247639,0.0775249988055553,-0.15502243163783,"4","5","17"
"SRR13801294","SRR13801294","X1351_1487","DMT_BOER_10",10,"DMT","DMT_BOER","DMT.10","BOER","BOER_10","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801293","SRR13801293","X1351_1488","DMT_BOER_11",11,"DMT","DMT_BOER","DMT.11","BOER","BOER_11","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801292","SRR13801292","X1351_1489","DMT_BOER_12",12,"DMT","DMT_BOER","DMT.12","BOER","BOER_12","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801295","SRR13801295","X1351_1478","DMT_BOER_1",1,"DMT","DMT_BOER","DMT.1","BOER","BOER_1","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","7"
"SRR13801291","SRR13801291","X1351_1479","DMT_BOER_2",2,"DMT","DMT_BOER","DMT.2","BOER","BOER_2","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801290","SRR13801290","X1351_1480","DMT_BOER_3",3,"DMT","DMT_BOER","DMT.3","BOER","BOER_3","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801288","SRR13801288","X1351_1481","DMT_BOER_4",4,"DMT","DMT_BOER","DMT.4","BOER","BOER_4","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","3","18"
"SRR13801287","SRR13801287","X1351_1482","DMT_BOER_5",5,"DMT","DMT_BOER","DMT.5","BOER","BOER_5","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801286","SRR13801286","X1351_1483","DMT_BOER_6",6,"DMT","DMT_BOER","DMT.6","BOER","BOER_6","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801285","SRR13801285","X1351_1484","DMT_BOER_7",7,"DMT","DMT_BOER","DMT.7","BOER","BOER_7","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801284","SRR13801284","X1351_1485","DMT_BOER_8",8,"DMT","DMT_BOER","DMT.8","BOER","BOER_8","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801283","SRR13801283","X1351_1486","DMT_BOER_9",9,"DMT","DMT_BOER","DMT.9","BOER","BOER_9","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.921995833925024,-1.20482828852652,-0.980701019976497,-0.0614536857964135,-0.0397317093543539,0.0614536881746246,0.685012586377453,-0.163113602035641,-0.0931467166029597,-0.0931467202418081,-0.97208782274195,-0.229715089572553,-0.899227849334556,0.0656007779216548,"2","4","18"
"SRR13801279","SRR13801279","X1351_1335","DMT_BOGR_12",12,"DMT","DMT_BOGR","DMT.12","BOGR","BOGR_12","no","DMT",NA,NA,"7/16/15",30.347583,-104.039516,1466.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,334.3000002,285.9066644,338.8399944,0.877180119,0.140016718,12.28198811,8.31,0.192826646,0.981974343,0.389024935,1.783226525,3.979166667,129.3747598,1673.651392,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.931884142853211,-1.20482828852652,-0.980701019976497,0.0601425702062131,-0.14750683793457,-0.0601425690400825,1.27873912362426,-0.203600786081752,-0.237766915122022,-0.237766908461085,-0.999000972018173,0.154056289752753,-0.530971543510136,-0.329022227276314,"3","4","7"
"SRR13801282","SRR13801282","X1351_621","DMT_BOGR_1",1,"DMT","DMT_BOGR","DMT.1","BOGR","BOGR_1","no","DMT",NA,NA,"7/16/15",30.347583,-104.039516,1466.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,334.3000002,285.9066644,338.8399944,0.877180119,0.140016718,12.28198811,8.31,0.192826646,0.981974343,0.389024935,1.783226525,3.979166667,129.3747598,1673.651392,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.931884142853211,-1.20482828852652,-0.980701019976497,0.0601425702062131,-0.14750683793457,-0.0601425690400825,1.27873912362426,-0.203600786081752,-0.237766915122022,-0.237766908461085,-0.999000972018173,0.154056289752753,-0.530971543510136,-0.329022227276314,"3","4","1"
"SRR13801277","SRR13801277","X1351_622","DMT_BOGR_2",2,"DMT","DMT_BOGR","DMT.2","BOGR","BOGR_2","no","DMT",NA,NA,"7/16/15",30.347583,-104.039516,1466.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,334.3000002,285.9066644,338.8399944,0.877180119,0.140016718,12.28198811,8.31,0.192826646,0.981974343,0.389024935,1.783226525,3.979166667,129.3747598,1673.651392,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.931884142853211,-1.20482828852652,-0.980701019976497,0.0601425702062131,-0.14750683793457,-0.0601425690400825,1.27873912362426,-0.203600786081752,-0.237766915122022,-0.237766908461085,-0.999000972018173,0.154056289752753,-0.530971543510136,-0.329022227276314,"2","4","11"
"SRR13801276","SRR13801276","X1351_623","DMT_BOGR_3",3,"DMT","DMT_BOGR","DMT.3","BOGR","BOGR_3","no","DMT",NA,NA,"7/16/15",30.347583,-104.039516,1466.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,334.3000002,285.9066644,338.8399944,0.877180119,0.140016718,12.28198811,8.31,0.192826646,0.981974343,0.389024935,1.783226525,3.979166667,129.3747598,1673.651392,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.931884142853211,-1.20482828852652,-0.980701019976497,0.0601425702062131,-0.14750683793457,-0.0601425690400825,1.27873912362426,-0.203600786081752,-0.237766915122022,-0.237766908461085,-0.999000972018173,0.154056289752753,-0.530971543510136,-0.329022227276314,"3","3","7"
"SRR13801274","SRR13801274","X1351_625","DMT_BOGR_5",5,"DMT","DMT_BOGR","DMT.5","BOGR","BOGR_5","no","DMT",NA,NA,"7/16/15",30.347583,-104.039516,1466.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,334.3000002,285.9066644,338.8399944,0.877180119,0.140016718,12.28198811,8.31,0.192826646,0.981974343,0.389024935,1.783226525,3.979166667,129.3747598,1673.651392,-0.0265033305367086,0.266737432140175,0.178123330764082,0.116675923445807,-0.931884142853211,-1.20482828852652,-0.980701019976497,0.0601425702062131,-0.14750683793457,-0.0601425690400825,1.27873912362426,-0.203600786081752,-0.237766915122022,-0.237766908461085,-0.999000972018173,0.154056289752753,-0.530971543510136,-0.329022227276314,"3","4","7"
"SRR13801220","SRR13801220","X1351_1475","DMT_SCSC_10",10,"DMT","DMT_SCSC","DMT.10","SCSC","SCSC_10","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","19"
"SRR13801221","SRR13801221","X1351_1466","DMT_SCSC_1",1,"DMT","DMT_SCSC","DMT.1","SCSC","SCSC_1","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","14"
"SRR13801216","SRR13801216","X1351_1467","DMT_SCSC_2",2,"DMT","DMT_SCSC","DMT.2","SCSC","SCSC_2","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","11"
"SRR13801215","SRR13801215","X1351_1468","DMT_SCSC_3",3,"DMT","DMT_SCSC","DMT.3","SCSC","SCSC_3","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","12"
"SRR13801214","SRR13801214","X1351_1469","DMT_SCSC_4",4,"DMT","DMT_SCSC","DMT.4","SCSC","SCSC_4","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"6","6","5"
"SRR13801213","SRR13801213","X1351_1470","DMT_SCSC_5",5,"DMT","DMT_SCSC","DMT.5","SCSC","SCSC_5","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","8"
"SRR13801212","SRR13801212","X1351_1471","DMT_SCSC_6",6,"DMT","DMT_SCSC","DMT.6","SCSC","SCSC_6","no","DMT",NA,NA,"7/17/15",30.693816,-104.12415,1823.9,"desert","West","South",198,2528.277778,4427.944444,4527.841667,4565.72,451.4699955,427.1966737,527.3600006,0.804577619,0.242888165,19.54223814,7.07,0.21516279,1.073845645,0.425421229,6.353148751,7.708333333,112.3841052,659.4284582,-0.322130512168962,-0.184713000760897,0.0614317667086839,-0.035450360469906,-0.432481875412985,-0.68296382445371,-0.525013662363989,-0.811399244965258,0.684952707726541,0.811399249816191,-0.0846329248684046,0.86329377945592,0.609881359873045,0.609881356625628,0.782903166216195,1.16427800844078,-1.28887465795305,-2.11464372461997,"5","6","1"
