"","SampleID","X16S_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"SRR13801351","SRR13801351","X1351_1524","HAR_SCSC_11",11,"HAR","HAR_SCSC","HAR.11","SCSC","SCSC_11","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801353","SRR13801353","X1351_1514","HAR_SCSC_1",1,"HAR","HAR_SCSC","HAR.1","SCSC","SCSC_1","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801424","SRR13801424","X1351_1515","HAR_SCSC_2",2,"HAR","HAR_SCSC","HAR.2","SCSC","SCSC_2","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801422","SRR13801422","X1351_1516","HAR_SCSC_3",3,"HAR","HAR_SCSC","HAR.3","SCSC","SCSC_3","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801421","SRR13801421","X1351_1517","HAR_SCSC_4",4,"HAR","HAR_SCSC","HAR.4","SCSC","SCSC_4","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801420","SRR13801420","X1351_1518","HAR_SCSC_5",5,"HAR","HAR_SCSC","HAR.5","SCSC","SCSC_5","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801419","SRR13801419","X1351_1519","HAR_SCSC_6",6,"HAR","HAR_SCSC","HAR.6","SCSC","SCSC_6","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801418","SRR13801418","X1351_1520","HAR_SCSC_7",7,"HAR","HAR_SCSC","HAR.7","SCSC","SCSC_7","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801417","SRR13801417","X1351_1521","HAR_SCSC_8",8,"HAR","HAR_SCSC","HAR.8","SCSC","SCSC_8","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801416","SRR13801416","X1351_1522","HAR_SCSC_9",9,"HAR","HAR_SCSC","HAR.9","SCSC","SCSC_9","no","Hays Agricultural Research Center",10.1,654,"8/5/15",39.0878,-99.1559,613,"mixed grass","Middle","North",217,2710.333333,4359.611111,4427.221667,4643.865,549.5699997,537.4833292,517.1699852,0.863963226,0.157456672,13.60367741,7.71,0.195236732,1.008616206,0.399579537,5.136174472,13.95833333,162.2651392,1732.062546
"SRR13801410","SRR13801410","X1351_691","HPG_BOGR_2",2,"HPG","HPG_BOGR","HPG.2","BOGR","BOGR_2","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.725998647,0.377413034,27.40013525,7.17,0.242916498,1.230681614,0.487554322,4.801978608,0,108.5015535,3306.412729
"SRR13801409","SRR13801409","X1351_692","HPG_BOGR_3",3,"HPG","HPG_BOGR","HPG.3","BOGR","BOGR_3","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.725998647,0.377413034,27.40013525,7.17,0.242916498,1.230681614,0.487554322,4.801978608,0,108.5015535,3306.412729
"SRR13801408","SRR13801408","X1351_693","HPG_BOGR_4",4,"HPG","HPG_BOGR","HPG.4","BOGR","BOGR_4","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.725998647,0.377413034,27.40013525,7.17,0.242916498,1.230681614,0.487554322,4.801978608,0,108.5015535,3306.412729
"SRR13801407","SRR13801407","X1351_694","HPG_BOGR_5",5,"HPG","HPG_BOGR","HPG.5","BOGR","BOGR_5","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.725998647,0.377413034,27.40013525,7.17,0.242916498,1.230681614,0.487554322,4.801978608,0,108.5015535,3306.412729
"SRR13801472","SRR13801472","X1351_1736","HPG_BUDA_10",10,"HPG","HPG_BUDA","HPG.10","BUDA","BUDA_10","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801471","SRR13801471","X1351_1737","HPG_BUDA_11",11,"HPG","HPG_BUDA","HPG.11","BUDA","BUDA_11","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801470","SRR13801470","X1351_1738","HPG_BUDA_12",12,"HPG","HPG_BUDA","HPG.12","BUDA","BUDA_12","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801402","SRR13801402","X1351_1725","HPG_BUDA_1",1,"HPG","HPG_BUDA","HPG.1","BUDA","BUDA_1","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801469","SRR13801469","X1351_1726","HPG_BUDA_2",2,"HPG","HPG_BUDA","HPG.2","BUDA","BUDA_2","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801468","SRR13801468","X1351_1727","HPG_BUDA_3",3,"HPG","HPG_BUDA","HPG.3","BUDA","BUDA_3","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801466","SRR13801466","X1351_1731","HPG_BUDA_5",5,"HPG","HPG_BUDA","HPG.5","BUDA","BUDA_5","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801465","SRR13801465","X1351_1732","HPG_BUDA_6",6,"HPG","HPG_BUDA","HPG.6","BUDA","BUDA_6","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801464","SRR13801464","X1351_1733","HPG_BUDA_7",7,"HPG","HPG_BUDA","HPG.7","BUDA","BUDA_7","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801463","SRR13801463","X1351_1734","HPG_BUDA_8",8,"HPG","HPG_BUDA","HPG.8","BUDA","BUDA_8","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801461","SRR13801461","X1351_1735","HPG_BUDA_9",9,"HPG","HPG_BUDA","HPG.9","BUDA","BUDA_9","no","High Plains Grassland Research Center",7.6,384,"8/24/15",41.122,-104.5313,1930,"mixed grass","West","North",236,2205.75,3012.722222,3145.79,3291.83,353.5899963,486.8433318,551.1000065,0.967298456,0.033807088,3.270154448,7.7,0.172292767,0.890122494,0.352636347,4.38966857,0,154.3249376,3165.330927
"SRR13801459","SRR13801459","X1351_1698","KAE_ANGE_10",10,"KAE","KAE_ANGE","KAE.10","ANGE","ANGE_10","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801458","SRR13801458","X1351_1699","KAE_ANGE_11",11,"KAE","KAE_ANGE","KAE.11","ANGE","ANGE_11","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801457","SRR13801457","X1351_1700","KAE_ANGE_12",12,"KAE","KAE_ANGE","KAE.12","ANGE","ANGE_12","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801460","SRR13801460","X1351_1689","KAE_ANGE_1",1,"KAE","KAE_ANGE","KAE.1","ANGE","ANGE_1","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801456","SRR13801456","X1351_1690","KAE_ANGE_2",2,"KAE","KAE_ANGE","KAE.2","ANGE","ANGE_2","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801455","SRR13801455","X1351_1691","KAE_ANGE_3",3,"KAE","KAE_ANGE","KAE.3","ANGE","ANGE_3","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801454","SRR13801454","X1351_1692","KAE_ANGE_4",4,"KAE","KAE_ANGE","KAE.4","ANGE","ANGE_4","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801452","SRR13801452","X1351_1694","KAE_ANGE_6",6,"KAE","KAE_ANGE","KAE.6","ANGE","ANGE_6","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801450","SRR13801450","X1351_1695","KAE_ANGE_7",7,"KAE","KAE_ANGE","KAE.7","ANGE","ANGE_7","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801449","SRR13801449","X1351_1696","KAE_ANGE_8",8,"KAE","KAE_ANGE","KAE.8","ANGE","ANGE_8","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801544","SRR13801544","X1351_1697","KAE_ANGE_9",9,"KAE","KAE_ANGE","KAE.9","ANGE","ANGE_9","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.859833628,0.16301569,14.01663721,5.87,0.197939343,1.015412627,0.402272049,2.057747256,17,131.9566819,2476.65994
"SRR13801542","SRR13801542","X1351_1674","KAE_BUDA_10",10,"KAE","KAE_BUDA","KAE.10","BUDA","BUDA_10","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801541","SRR13801541","X1351_1675","KAE_BUDA_11",11,"KAE","KAE_BUDA","KAE.11","BUDA","BUDA_11","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801540","SRR13801540","X1351_1676","KAE_BUDA_12",12,"KAE","KAE_BUDA","KAE.12","BUDA","BUDA_12","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801543","SRR13801543","X1351_1665","KAE_BUDA_1",1,"KAE","KAE_BUDA","KAE.1","BUDA","BUDA_1","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801539","SRR13801539","X1351_1666","KAE_BUDA_2",2,"KAE","KAE_BUDA","KAE.2","BUDA","BUDA_2","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801538","SRR13801538","X1351_1667","KAE_BUDA_3",3,"KAE","KAE_BUDA","KAE.3","BUDA","BUDA_3","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801537","SRR13801537","X1351_1668","KAE_BUDA_4",4,"KAE","KAE_BUDA","KAE.4","BUDA","BUDA_4","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801535","SRR13801535","X1351_1669","KAE_BUDA_5",5,"KAE","KAE_BUDA","KAE.5","BUDA","BUDA_5","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801534","SRR13801534","X1351_1670","KAE_BUDA_6",6,"KAE","KAE_BUDA","KAE.6","BUDA","BUDA_6","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801533","SRR13801533","X1351_1671","KAE_BUDA_7",7,"KAE","KAE_BUDA","KAE.7","BUDA","BUDA_7","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801532","SRR13801532","X1351_1672","KAE_BUDA_8",8,"KAE","KAE_BUDA","KAE.8","BUDA","BUDA_8","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801531","SRR13801531","X1351_1673","KAE_BUDA_9",9,"KAE","KAE_BUDA","KAE.9","BUDA","BUDA_9","no","KAE",NA,NA,"7/16/15",34.98053,-97.52155,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5000.135,5085.63,753.9200057,863.9900115,1299.400017,0.853714732,0.171351463,14.6285268,7.2,0.202839762,1.002190888,0.397034044,5.481096906,4.375,179.9474295,2910.529811
"SRR13801529","SRR13801529","X1351_1686","KAE_SCSC_10",10,"KAE","KAE_SCSC","KAE.10","SCSC","SCSC_10","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801528","SRR13801528","X1351_1687","KAE_SCSC_11",11,"KAE","KAE_SCSC","KAE.11","SCSC","SCSC_11","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801527","SRR13801527","X1351_1688","KAE_SCSC_12",12,"KAE","KAE_SCSC","KAE.12","SCSC","SCSC_12","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801530","SRR13801530","X1351_1677","KAE_SCSC_1",1,"KAE","KAE_SCSC","KAE.1","SCSC","SCSC_1","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801526","SRR13801526","X1351_1678","KAE_SCSC_2",2,"KAE","KAE_SCSC","KAE.2","SCSC","SCSC_2","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801522","SRR13801522","X1351_1680","KAE_SCSC_4",4,"KAE","KAE_SCSC","KAE.4","SCSC","SCSC_4","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13801521","SRR13801521","X1351_1681","KAE_SCSC_5",5,"KAE","KAE_SCSC","KAE.5","SCSC","SCSC_5","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13800958","SRR13800958","X1351_1683","KAE_SCSC_7",7,"KAE","KAE_SCSC","KAE.7","SCSC","SCSC_7","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13800956","SRR13800956","X1351_1685","KAE_SCSC_9",9,"KAE","KAE_SCSC","KAE.9","SCSC","SCSC_9","no","KAE",NA,NA,"7/16/15",34.9779,-97.5228,335,"tallgrass","Middle","South Central",197,2639.472222,5119.527778,5010.268333,5094.18,753.5600128,858.3099925,1261.369965,0.910965512,0.097736399,8.90344883,5.98,0.182842923,0.961473221,0.380903085,2.667343247,3.833333333,126.5276718,2206.801078
"SRR13800954","SRR13800954","X1351_1549","KNZ_ANGE_10",10,"KNZ","KNZ_ANGE","KNZ.10","ANGE","ANGE_10","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"SRR13800953","SRR13800953","X1351_1550","KNZ_ANGE_11",11,"KNZ","KNZ_ANGE","KNZ.11","ANGE","ANGE_11","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"SRR13800951","SRR13800951","X1351_1551","KNZ_ANGE_12",12,"KNZ","KNZ_ANGE","KNZ.12","ANGE","ANGE_12","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"SRR13800955","SRR13800955","X1351_1540","KNZ_ANGE_1",1,"KNZ","KNZ_ANGE","KNZ.1","ANGE","ANGE_1","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"SRR13800949","SRR13800949","X1351_1542","KNZ_ANGE_3",3,"KNZ","KNZ_ANGE","KNZ.3","ANGE","ANGE_3","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
