,sign,Domain,Phylum,Class,Order,Family,Genus
OTU13496,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU18842,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU14434,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU3261,NS,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4
OTU17064,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncl_Hyphomicrobiaceae
OTU10148,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU7220,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU1007,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU5026,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU7335,NS,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,Gp4
OTU8924,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU7162,NS,Bacteria,Acidobacteria,Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,Gp3
OTU918,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU31784,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU33062,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU26081,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU39694,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU47650,NS,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,uncl_Nocardioidaceae
OTU8286,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU63327,NS,Bacteria,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU4694,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU3020,NS,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncl_Micromonosporaceae
OTU3461,Generalists,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU1320,NS,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU9093,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
OTU7547,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU32392,NS,Bacteria,Acidobacteria,Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,Gp3
OTU6563,NS,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,uncl_Streptosporangiales,uncl_Streptosporangiales
OTU63661,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU7134,NS,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,WPS-1_genera_incertae_sedis
OTU7957,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU5758,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,uncl_Azospirillaceae
OTU12961,NS,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU3389,NS,Bacteria,Actinobacteria,Acidimicrobiia,uncl_Acidimicrobiia,uncl_Acidimicrobiia,uncl_Acidimicrobiia
OTU8651,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU10989,NS,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU12928,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU21047,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU3393,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU10915,NS,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1
OTU37223,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU18546,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU13645,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU3619,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU76036,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU30064,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
OTU22243,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU32889,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU22843,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU21489,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU1308,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU97211,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,uncl_Hymenobacteraceae
OTU27989,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU3447,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU10730,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU8967,Specialists,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae,uncl_Oscillochloridaceae
OTU19490,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU13750,NS,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncl_Caldilineaceae
OTU2949,NS,Bacteria,Acidobacteria,Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,Gp3
OTU2834,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU2617,Specialists,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,uncl_Micromonosporales,uncl_Micromonosporales
OTU7090,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU8965,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncl_Planctomycetales,uncl_Planctomycetales
OTU48626,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU32573,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU5690,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU7225,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU14603,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU5786,Generalists,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,WPS-1_genera_incertae_sedis
OTU10723,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU3285,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU16019,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU9295,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU11713,NS,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae,uncl_Oscillochloridaceae
OTU15737,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp4
OTU2265,NS,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,uncl_Opitutaceae
OTU4738,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella
OTU9811,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes
OTU16608,NS,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU38476,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU22842,NS,Bacteria,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU63439,NS,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
OTU55838,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU39902,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU11358,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU25625,NS,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,uncl_Chlamydiales,uncl_Chlamydiales
OTU22702,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncl_Planctomycetales,uncl_Planctomycetales
OTU27259,NS,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,uncl_Blastocatellaceae
OTU7023,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU3689,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU2163,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Brevibacillus
OTU33649,NS,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU3999,Specialists,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
OTU43463,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Arboricoccus
OTU78664,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU4611,NS,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,uncl_Blastocatellaceae
OTU7157,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU20171,NS,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU12711,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU2882,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,uncl_Cytophagales,uncl_Cytophagales
OTU49841,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU1950,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp5
OTU6321,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU9252,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU10305,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU8720,Specialists,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU15664,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU47586,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp4
OTU2205,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria
OTU6092,Specialists,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
OTU3899,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU29317,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU11490,NS,Bacteria,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncl_Vicinamibacteraceae
OTU3248,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU3128,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU3376,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU13689,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU1682,Specialists,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU8827,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU54977,NS,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,WPS-1_genera_incertae_sedis
OTU76019,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU69612,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU17865,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU363,Specialists,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,uncl_Pseudonocardiaceae
OTU3053,NS,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,uncl_Chloroflexales,uncl_Chloroflexales
OTU17451,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU49495,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncl_Planctomycetales,uncl_Planctomycetales
OTU45550,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU559,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncl_Rhodospirillaceae
OTU16795,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU1040,Specialists,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU87711,NS,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU3751,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU46628,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU10625,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU13447,NS,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola
OTU1092,Specialists,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncl_Micromonosporaceae
OTU34255,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncl_Gemmatimonadaceae
OTU10784,NS,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,uncl_Longimicrobiales,uncl_Longimicrobiales
OTU11923,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,Gp4
OTU860,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU565,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas
OTU2400,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU5020,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,uncl_Bacillaceae_1
OTU8665,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU11084,NS,Bacteria,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU7953,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU17815,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU20540,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU66941,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU3454,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella
OTU4992,Specialists,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU11819,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU27942,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncl_Acetobacteraceae
OTU46358,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU12159,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU6993,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU88957,NS,Bacteria,Acidobacteria,Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,Gp3
OTU17437,NS,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,uncl_Micrococcales,uncl_Micrococcales
OTU10782,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU11014,NS,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU4381,Specialists,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU3499,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU98554,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU83884,Specialists,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,uncl_Pseudonocardiaceae
OTU4555,Specialists,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU24474,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp4
OTU16935,NS,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4
OTU1004,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU2031,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU27521,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncl_Gemmatimonadaceae
OTU15743,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU5448,NS,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU2229,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU10866,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU892,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU3866,NS,Bacteria,Acidobacteria,Acidobacteria_Gp17,uncl_Acidobacteria_Gp17,uncl_Acidobacteria_Gp17,Gp17
OTU2534,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU2245,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU100260,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU35848,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU483,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus
OTU5352,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,uncl_Nevskiales,uncl_Nevskiales
OTU4799,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU15363,Specialists,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,uncl_Streptosporangiaceae
OTU10804,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU897,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU30781,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU4539,Specialists,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Dictyobacteraceae,uncl_Dictyobacteraceae
OTU5514,NS,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncl_Pirellulaceae
